"","year","minwage","household","scenario","absolute_poverty","relative_poverty"
"134","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,594
"135","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,594
"136","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,594
"137","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,594
"138","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,594
"139","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,594
"140","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,594
"141","Üksik mees","Tegelik 2020",5.47,32.99,2020,595
"142","Üksik mees","Ennustatud 2020",5.47,32.99,2020,595
"143","Üksik naine","Tegelik 2020",1.35,21.29,2020,595
"144","Üksik naine","Ennustatud 2020",1.35,21.29,2020,595
"145","Üksikvanem","Tegelik 2020",0,29.34,2020,595
"146","Üksikvanem","Ennustatud 2020",0,29.62,2020,595
"147","Lasteta paar","Tegelik 2020",0.26,9.21,2020,595
"148","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,595
"149","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,595
"150","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,595
"151","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,595
"152","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,595
"153","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,595
"154","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,595
"155","Üksik mees","Tegelik 2020",5.47,32.99,2020,596
"156","Üksik mees","Ennustatud 2020",5.47,32.99,2020,596
"157","Üksik naine","Tegelik 2020",1.35,21.29,2020,596
"158","Üksik naine","Ennustatud 2020",1.35,21.29,2020,596
"159","Üksikvanem","Tegelik 2020",0,29.34,2020,596
"160","Üksikvanem","Ennustatud 2020",0,28.63,2020,596
"161","Lasteta paar","Tegelik 2020",0.26,9.21,2020,596
"162","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,596
"163","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,596
"164","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,596
"165","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,596
"166","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,596
"167","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,596
"168","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,596
"169","Üksik mees","Tegelik 2020",5.47,32.99,2020,597
"170","Üksik mees","Ennustatud 2020",5.47,32.99,2020,597
"171","Üksik naine","Tegelik 2020",1.35,21.29,2020,597
"172","Üksik naine","Ennustatud 2020",1.35,21.29,2020,597
"173","Üksikvanem","Tegelik 2020",0,29.34,2020,597
"174","Üksikvanem","Ennustatud 2020",0,28.76,2020,597
"175","Lasteta paar","Tegelik 2020",0.26,9.21,2020,597
"176","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,597
"177","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,597
"178","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,597
"179","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,597
"180","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,597
"181","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,597
"182","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,597
"183","Üksik mees","Tegelik 2020",5.47,32.99,2020,598
"184","Üksik mees","Ennustatud 2020",5.47,32.99,2020,598
"185","Üksik naine","Tegelik 2020",1.35,21.29,2020,598
"186","Üksik naine","Ennustatud 2020",1.35,21.29,2020,598
"187","Üksikvanem","Tegelik 2020",0,29.34,2020,598
"188","Üksikvanem","Ennustatud 2020",0,28.76,2020,598
"189","Lasteta paar","Tegelik 2020",0.26,9.21,2020,598
"190","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,598
"191","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,598
"192","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,598
"193","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,598
"194","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,598
"195","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,598
"196","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,598
"197","Üksik mees","Tegelik 2020",5.47,32.99,2020,599
"198","Üksik mees","Ennustatud 2020",5.47,32.99,2020,599
"199","Üksik naine","Tegelik 2020",1.35,21.29,2020,599
"200","Üksik naine","Ennustatud 2020",1.35,21.29,2020,599
"201","Üksikvanem","Tegelik 2020",0,29.34,2020,599
"202","Üksikvanem","Ennustatud 2020",0,28.38,2020,599
"203","Lasteta paar","Tegelik 2020",0.26,9.21,2020,599
"204","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,599
"205","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,599
"206","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,599
"207","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,599
"208","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,599
"209","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,599
"210","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,599
"211","Üksik mees","Tegelik 2020",5.47,32.99,2020,600
"212","Üksik mees","Ennustatud 2020",5.47,32.99,2020,600
"213","Üksik naine","Tegelik 2020",1.35,21.29,2020,600
"214","Üksik naine","Ennustatud 2020",1.35,21.29,2020,600
"215","Üksikvanem","Tegelik 2020",0,29.34,2020,600
"216","Üksikvanem","Ennustatud 2020",0,28.38,2020,600
"217","Lasteta paar","Tegelik 2020",0.26,9.21,2020,600
"218","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,600
"219","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,600
"220","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,600
"221","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,600
"222","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,600
"223","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,600
"224","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,600
"225","Üksik mees","Tegelik 2020",5.47,32.99,2020,601
"226","Üksik mees","Ennustatud 2020",5.47,32.99,2020,601
"227","Üksik naine","Tegelik 2020",1.35,21.29,2020,601
"228","Üksik naine","Ennustatud 2020",1.35,21.29,2020,601
"229","Üksikvanem","Tegelik 2020",0,29.34,2020,601
"230","Üksikvanem","Ennustatud 2020",0,28.38,2020,601
"231","Lasteta paar","Tegelik 2020",0.26,9.21,2020,601
"232","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,601
"233","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,601
"234","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,601
"235","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,601
"236","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,601
"237","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,601
"238","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,601
"239","Üksik mees","Tegelik 2020",5.47,32.99,2020,602
"240","Üksik mees","Ennustatud 2020",5.47,32.99,2020,602
"241","Üksik naine","Tegelik 2020",1.35,21.29,2020,602
"242","Üksik naine","Ennustatud 2020",1.35,21.29,2020,602
"243","Üksikvanem","Tegelik 2020",0,29.34,2020,602
"244","Üksikvanem","Ennustatud 2020",0,28.38,2020,602
"245","Lasteta paar","Tegelik 2020",0.26,9.21,2020,602
"246","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,602
"247","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,602
"248","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,602
"249","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,602
"250","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,602
"251","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,602
"252","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,602
"253","Üksik mees","Tegelik 2020",5.47,32.99,2020,603
"254","Üksik mees","Ennustatud 2020",5.47,32.99,2020,603
"255","Üksik naine","Tegelik 2020",1.35,21.29,2020,603
"256","Üksik naine","Ennustatud 2020",1.35,21.29,2020,603
"257","Üksikvanem","Tegelik 2020",0,29.34,2020,603
"258","Üksikvanem","Ennustatud 2020",0,28.38,2020,603
"259","Lasteta paar","Tegelik 2020",0.26,9.21,2020,603
"260","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,603
"261","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,603
"262","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,603
"263","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,603
"264","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,603
"265","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,603
"266","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,603
"267","Üksik mees","Tegelik 2020",5.47,32.99,2020,604
"268","Üksik mees","Ennustatud 2020",5.47,32.99,2020,604
"269","Üksik naine","Tegelik 2020",1.35,21.29,2020,604
"270","Üksik naine","Ennustatud 2020",1.35,21.29,2020,604
"271","Üksikvanem","Tegelik 2020",0,29.34,2020,604
"272","Üksikvanem","Ennustatud 2020",0,28.38,2020,604
"273","Lasteta paar","Tegelik 2020",0.26,9.21,2020,604
"274","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,604
"275","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,604
"276","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,604
"277","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,604
"278","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,604
"279","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,604
"280","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,604
"281","Üksik mees","Tegelik 2020",5.47,32.99,2020,605
"282","Üksik mees","Ennustatud 2020",5.47,32.99,2020,605
"283","Üksik naine","Tegelik 2020",1.35,21.29,2020,605
"284","Üksik naine","Ennustatud 2020",1.35,21.29,2020,605
"285","Üksikvanem","Tegelik 2020",0,29.34,2020,605
"286","Üksikvanem","Ennustatud 2020",0,28.38,2020,605
"287","Lasteta paar","Tegelik 2020",0.26,9.21,2020,605
"288","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,605
"289","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,605
"290","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,605
"291","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,605
"292","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,605
"293","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,605
"294","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,605
"295","Üksik mees","Tegelik 2020",5.47,32.99,2020,606
"296","Üksik mees","Ennustatud 2020",5.47,32.99,2020,606
"297","Üksik naine","Tegelik 2020",1.35,21.29,2020,606
"298","Üksik naine","Ennustatud 2020",1.35,21.29,2020,606
"299","Üksikvanem","Tegelik 2020",0,29.34,2020,606
"300","Üksikvanem","Ennustatud 2020",0,28.38,2020,606
"301","Lasteta paar","Tegelik 2020",0.26,9.21,2020,606
"302","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,606
"303","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,606
"304","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,606
"305","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,606
"306","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,606
"307","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,606
"308","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,606
"309","Üksik mees","Tegelik 2020",5.47,32.99,2020,607
"310","Üksik mees","Ennustatud 2020",5.47,32.99,2020,607
"311","Üksik naine","Tegelik 2020",1.35,21.29,2020,607
"312","Üksik naine","Ennustatud 2020",1.35,21.29,2020,607
"313","Üksikvanem","Tegelik 2020",0,29.34,2020,607
"314","Üksikvanem","Ennustatud 2020",0,28.38,2020,607
"315","Lasteta paar","Tegelik 2020",0.26,9.21,2020,607
"316","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,607
"317","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,607
"318","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,607
"319","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,607
"320","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,607
"321","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,607
"322","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,607
"323","Üksik mees","Tegelik 2020",5.47,32.99,2020,608
"324","Üksik mees","Ennustatud 2020",5.47,32.99,2020,608
"325","Üksik naine","Tegelik 2020",1.35,21.29,2020,608
"326","Üksik naine","Ennustatud 2020",1.35,21.29,2020,608
"327","Üksikvanem","Tegelik 2020",0,29.34,2020,608
"328","Üksikvanem","Ennustatud 2020",0,28.38,2020,608
"329","Lasteta paar","Tegelik 2020",0.26,9.21,2020,608
"330","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,608
"331","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,608
"332","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,608
"333","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,608
"334","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,608
"335","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,608
"336","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,608
"337","Üksik mees","Tegelik 2020",5.47,32.99,2020,609
"338","Üksik mees","Ennustatud 2020",5.47,32.99,2020,609
"339","Üksik naine","Tegelik 2020",1.35,21.29,2020,609
"340","Üksik naine","Ennustatud 2020",1.35,21.29,2020,609
"341","Üksikvanem","Tegelik 2020",0,29.34,2020,609
"342","Üksikvanem","Ennustatud 2020",0,28.38,2020,609
"343","Lasteta paar","Tegelik 2020",0.26,9.21,2020,609
"344","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,609
"345","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,609
"346","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,609
"347","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,609
"348","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,609
"349","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,609
"350","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,609
"351","Üksik mees","Tegelik 2020",5.47,32.99,2020,610
"352","Üksik mees","Ennustatud 2020",5.47,32.99,2020,610
"353","Üksik naine","Tegelik 2020",1.35,21.29,2020,610
"354","Üksik naine","Ennustatud 2020",1.35,21.29,2020,610
"355","Üksikvanem","Tegelik 2020",0,29.34,2020,610
"356","Üksikvanem","Ennustatud 2020",0,28.38,2020,610
"357","Lasteta paar","Tegelik 2020",0.26,9.21,2020,610
"358","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,610
"359","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,610
"360","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,610
"361","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,610
"362","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,610
"363","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,610
"364","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,610
"365","Üksik mees","Tegelik 2020",5.47,32.99,2020,611
"366","Üksik mees","Ennustatud 2020",5.47,32.99,2020,611
"367","Üksik naine","Tegelik 2020",1.35,21.29,2020,611
"368","Üksik naine","Ennustatud 2020",1.35,21.29,2020,611
"369","Üksikvanem","Tegelik 2020",0,29.34,2020,611
"370","Üksikvanem","Ennustatud 2020",0,28.38,2020,611
"371","Lasteta paar","Tegelik 2020",0.26,9.21,2020,611
"372","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,611
"373","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,611
"374","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,611
"375","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,611
"376","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,611
"377","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,611
"378","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,611
"379","Üksik mees","Tegelik 2020",5.47,32.99,2020,612
"380","Üksik mees","Ennustatud 2020",5.47,32.99,2020,612
"381","Üksik naine","Tegelik 2020",1.35,21.29,2020,612
"382","Üksik naine","Ennustatud 2020",1.35,21.29,2020,612
"383","Üksikvanem","Tegelik 2020",0,29.34,2020,612
"384","Üksikvanem","Ennustatud 2020",0,28.38,2020,612
"385","Lasteta paar","Tegelik 2020",0.26,9.21,2020,612
"386","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,612
"387","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,612
"388","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,612
"389","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,612
"390","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,612
"391","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,612
"392","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,612
"393","Üksik mees","Tegelik 2020",5.47,32.99,2020,613
"394","Üksik mees","Ennustatud 2020",5.47,32.99,2020,613
"395","Üksik naine","Tegelik 2020",1.35,21.29,2020,613
"396","Üksik naine","Ennustatud 2020",1.35,21.29,2020,613
"397","Üksikvanem","Tegelik 2020",0,29.34,2020,613
"398","Üksikvanem","Ennustatud 2020",0,28.38,2020,613
"399","Lasteta paar","Tegelik 2020",0.26,9.21,2020,613
"400","Lasteta paar","Ennustatud 2020",0.26,9.21,2020,613
"401","Ühe lapsega paar","Tegelik 2020",0,7.3,2020,613
"402","Ühe lapsega paar","Ennustatud 2020",0,7.3,2020,613
"403","Kahe lapsega paar","Tegelik 2020",0,9.65,2020,613
"404","Kahe lapsega paar","Ennustatud 2020",0,9.65,2020,613
"405","Kolme ja enama lapsega paar","Tegelik 2020",0,7.99,2020,613
"406","Kolme ja enama lapsega paar","Ennustatud 2020",0,7.99,2020,613
"407","Üksik mees","Tegelik 2020",5.47,32.99,2020,614
"408","Üksik mees","Ennustatud 2020",5.47,32.99,2020,614
"409","Üksik naine","Tegelik 2020",1.35,21.29,2020,614
"410","Üksik naine","Ennustatud 2020",1.35,21.29,2020,614
"411","Üksikvanem","Tegelik 2020",0,29.34,2020,614
