"","year","minwage","household","scenario","absolute_poverty","relative_poverty"
"12151","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1368
"12152","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1368
"12153","Üksik mees","Tegelik 2018",6.42,33.62,2018,1369
"12154","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1369
"12155","Üksik naine","Tegelik 2018",2.16,22.68,2018,1369
"12156","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1369
"12157","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1369
"12158","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1369
"12159","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1369
"12160","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1369
"12161","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1369
"12162","Ühe lapsega paar","Ennustatud 2018",0,5.98,2018,1369
"12163","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1369
"12164","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1369
"12165","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1369
"12166","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1369
"12167","Üksik mees","Tegelik 2018",6.42,33.62,2018,1370
"12168","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1370
"12169","Üksik naine","Tegelik 2018",2.16,22.68,2018,1370
"12170","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1370
"12171","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1370
"12172","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1370
"12173","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1370
"12174","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1370
"12175","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1370
"12176","Ühe lapsega paar","Ennustatud 2018",0,5.98,2018,1370
"12177","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1370
"12178","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1370
"12179","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1370
"12180","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1370
"12181","Üksik mees","Tegelik 2018",6.42,33.62,2018,1371
"12182","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1371
"12183","Üksik naine","Tegelik 2018",2.16,22.68,2018,1371
"12184","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1371
"12185","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1371
"12186","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1371
"12187","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1371
"12188","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1371
"12189","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1371
"12190","Ühe lapsega paar","Ennustatud 2018",0,5.98,2018,1371
"12191","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1371
"12192","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1371
"12193","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1371
"12194","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1371
"12195","Üksik mees","Tegelik 2018",6.42,33.62,2018,1372
"12196","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1372
"12197","Üksik naine","Tegelik 2018",2.16,22.68,2018,1372
"12198","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1372
"12199","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1372
"12200","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1372
"12201","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1372
"12202","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1372
"12203","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1372
"12204","Ühe lapsega paar","Ennustatud 2018",0,5.98,2018,1372
"12205","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1372
"12206","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1372
"12207","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1372
"12208","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1372
"12209","Üksik mees","Tegelik 2018",6.42,33.62,2018,1373
"12210","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1373
"12211","Üksik naine","Tegelik 2018",2.16,22.68,2018,1373
"12212","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1373
"12213","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1373
"12214","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1373
"12215","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1373
"12216","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1373
"12217","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1373
"12218","Ühe lapsega paar","Ennustatud 2018",0,5.98,2018,1373
"12219","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1373
"12220","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1373
"12221","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1373
"12222","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1373
"12223","Üksik mees","Tegelik 2018",6.42,33.62,2018,1374
"12224","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1374
"12225","Üksik naine","Tegelik 2018",2.16,22.68,2018,1374
"12226","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1374
"12227","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1374
"12228","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1374
"12229","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1374
"12230","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1374
"12231","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1374
"12232","Ühe lapsega paar","Ennustatud 2018",0,5.98,2018,1374
"12233","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1374
"12234","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1374
"12235","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1374
"12236","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1374
"12237","Üksik mees","Tegelik 2018",6.42,33.62,2018,1375
"12238","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1375
"12239","Üksik naine","Tegelik 2018",2.16,22.68,2018,1375
"12240","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1375
"12241","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1375
"12242","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1375
"12243","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1375
"12244","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1375
"12245","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1375
"12246","Ühe lapsega paar","Ennustatud 2018",0,5.98,2018,1375
"12247","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1375
"12248","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1375
"12249","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1375
"12250","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1375
"12251","Üksik mees","Tegelik 2018",6.42,33.62,2018,1376
"12252","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1376
"12253","Üksik naine","Tegelik 2018",2.16,22.68,2018,1376
"12254","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1376
"12255","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1376
"12256","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1376
"12257","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1376
"12258","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1376
"12259","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1376
"12260","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1376
"12261","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1376
"12262","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1376
"12263","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1376
"12264","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1376
"12265","Üksik mees","Tegelik 2018",6.42,33.62,2018,1377
"12266","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1377
"12267","Üksik naine","Tegelik 2018",2.16,22.68,2018,1377
"12268","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1377
"12269","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1377
"12270","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1377
"12271","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1377
"12272","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1377
"12273","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1377
"12274","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1377
"12275","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1377
"12276","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1377
"12277","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1377
"12278","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1377
"12279","Üksik mees","Tegelik 2018",6.42,33.62,2018,1378
"12280","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1378
"12281","Üksik naine","Tegelik 2018",2.16,22.68,2018,1378
"12282","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1378
"12283","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1378
"12284","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1378
"12285","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1378
"12286","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1378
"12287","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1378
"12288","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1378
"12289","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1378
"12290","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1378
"12291","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1378
"12292","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1378
"12293","Üksik mees","Tegelik 2018",6.42,33.62,2018,1379
"12294","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1379
"12295","Üksik naine","Tegelik 2018",2.16,22.68,2018,1379
"12296","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1379
"12297","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1379
"12298","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1379
"12299","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1379
"12300","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1379
"12301","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1379
"12302","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1379
"12303","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1379
"12304","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1379
"12305","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1379
"12306","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1379
"12307","Üksik mees","Tegelik 2018",6.42,33.62,2018,1380
"12308","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1380
"12309","Üksik naine","Tegelik 2018",2.16,22.68,2018,1380
"12310","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1380
"12311","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1380
"12312","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1380
"12313","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1380
"12314","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1380
"12315","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1380
"12316","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1380
"12317","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1380
"12318","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1380
"12319","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1380
"12320","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1380
"12321","Üksik mees","Tegelik 2018",6.42,33.62,2018,1381
"12322","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1381
"12323","Üksik naine","Tegelik 2018",2.16,22.68,2018,1381
"12324","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1381
"12325","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1381
"12326","Üksikvanem","Ennustatud 2018",0.19,24.15,2018,1381
"12327","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1381
"12328","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1381
"12329","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1381
"12330","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1381
"12331","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1381
"12332","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1381
"12333","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1381
"12334","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1381
"12335","Üksik mees","Tegelik 2018",6.42,33.62,2018,1382
"12336","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1382
"12337","Üksik naine","Tegelik 2018",2.16,22.68,2018,1382
"12338","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1382
"12339","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1382
"12340","Üksikvanem","Ennustatud 2018",0.19,24.46,2018,1382
"12341","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1382
"12342","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1382
"12343","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1382
"12344","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1382
"12345","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1382
"12346","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1382
"12347","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1382
"12348","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1382
"12349","Üksik mees","Tegelik 2018",6.42,33.62,2018,1383
"12350","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1383
"12351","Üksik naine","Tegelik 2018",2.16,22.68,2018,1383
"12352","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1383
"12353","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1383
"12354","Üksikvanem","Ennustatud 2018",0.19,24.46,2018,1383
"12355","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1383
"12356","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1383
"12357","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1383
"12358","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1383
"12359","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1383
"12360","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1383
"12361","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1383
"12362","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1383
"12363","Üksik mees","Tegelik 2018",6.42,33.62,2018,1384
"12364","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1384
"12365","Üksik naine","Tegelik 2018",2.16,22.68,2018,1384
"12366","Üksik naine","Ennustatud 2018",2.16,24.38,2018,1384
"12367","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1384
"12368","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1384
"12369","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1384
"12370","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1384
"12371","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1384
"12372","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1384
"12373","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1384
"12374","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1384
"12375","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1384
"12376","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1384
"12377","Üksik mees","Tegelik 2018",6.42,33.62,2018,1385
"12378","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1385
"12379","Üksik naine","Tegelik 2018",2.16,22.68,2018,1385
"12380","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1385
"12381","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1385
"12382","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1385
"12383","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1385
"12384","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1385
"12385","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1385
"12386","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1385
"12387","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1385
"12388","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1385
"12389","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1385
"12390","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1385
"12391","Üksik mees","Tegelik 2018",6.42,33.62,2018,1386
"12392","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1386
"12393","Üksik naine","Tegelik 2018",2.16,22.68,2018,1386
"12394","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1386
"12395","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1386
"12396","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1386
"12397","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1386
"12398","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1386
"12399","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1386
"12400","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1386
"12401","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1386
"12402","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1386
"12403","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1386
"12404","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1386
"12405","Üksik mees","Tegelik 2018",6.42,33.62,2018,1387
"12406","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1387
"12407","Üksik naine","Tegelik 2018",2.16,22.68,2018,1387
"12408","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1387
"12409","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1387
"12410","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1387
"12411","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1387
"12412","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1387
"12413","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1387
"12414","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1387
"12415","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1387
"12416","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1387
"12417","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1387
"12418","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1387
"12419","Üksik mees","Tegelik 2018",6.42,33.62,2018,1388
"12420","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1388
"12421","Üksik naine","Tegelik 2018",2.16,22.68,2018,1388
"12422","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1388
"12423","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1388
"12424","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1388
"12425","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1388
"12426","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1388
"12427","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1388
"12428","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1388
"12429","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1388
"12430","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1388
"12431","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1388
"12432","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1388
"12433","Üksik mees","Tegelik 2018",6.42,33.62,2018,1389
"12434","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1389
"12435","Üksik naine","Tegelik 2018",2.16,22.68,2018,1389
"12436","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1389
"12437","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1389
"12438","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1389
"12439","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1389
"12440","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1389
"12441","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1389
"12442","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1389
"12443","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1389
"12444","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1389
"12445","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1389
"12446","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1389
"12447","Üksik mees","Tegelik 2018",6.42,33.62,2018,1390
"12448","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1390
"12449","Üksik naine","Tegelik 2018",2.16,22.68,2018,1390
"12450","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1390
"12451","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1390
"12452","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1390
"12453","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1390
"12454","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1390
"12455","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1390
"12456","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1390
"12457","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1390
"12458","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1390
"12459","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1390
"12460","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1390
"12461","Üksik mees","Tegelik 2018",6.42,33.62,2018,1391
"12462","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1391
"12463","Üksik naine","Tegelik 2018",2.16,22.68,2018,1391
"12464","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1391
"12465","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1391
"12466","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1391
"12467","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1391
"12468","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1391
"12469","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1391
"12470","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1391
"12471","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1391
"12472","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1391
"12473","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1391
"12474","Kolme ja enama lapsega paar","Ennustatud 2018",0,10.79,2018,1391
"12475","Üksik mees","Tegelik 2018",6.42,33.62,2018,1392
"12476","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1392
"12477","Üksik naine","Tegelik 2018",2.16,22.68,2018,1392
"12478","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1392
"12479","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1392
"12480","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1392
"12481","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1392
"12482","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1392
"12483","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1392
"12484","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1392
"12485","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1392
"12486","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1392
"12487","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1392
"12488","Kolme ja enama lapsega paar","Ennustatud 2018",0,11.51,2018,1392
"12489","Üksik mees","Tegelik 2018",6.42,33.62,2018,1393
"12490","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1393
"12491","Üksik naine","Tegelik 2018",2.16,22.68,2018,1393
"12492","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1393
"12493","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1393
"12494","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1393
"12495","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1393
"12496","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1393
"12497","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1393
"12498","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1393
"12499","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1393
"12500","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1393
"12501","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1393
"12502","Kolme ja enama lapsega paar","Ennustatud 2018",0,11.51,2018,1393
"12503","Üksik mees","Tegelik 2018",6.42,33.62,2018,1394
"12504","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1394
"12505","Üksik naine","Tegelik 2018",2.16,22.68,2018,1394
"12506","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1394
"12507","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1394
"12508","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1394
"12509","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1394
"12510","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1394
"12511","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1394
"12512","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1394
"12513","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1394
"12514","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1394
"12515","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1394
"12516","Kolme ja enama lapsega paar","Ennustatud 2018",0,11.51,2018,1394
"12517","Üksik mees","Tegelik 2018",6.42,33.62,2018,1395
"12518","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1395
"12519","Üksik naine","Tegelik 2018",2.16,22.68,2018,1395
"12520","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1395
"12521","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1395
"12522","Üksikvanem","Ennustatud 2018",0.19,24.79,2018,1395
"12523","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1395
"12524","Lasteta paar","Ennustatud 2018",0.63,10.84,2018,1395
"12525","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1395
"12526","Ühe lapsega paar","Ennustatud 2018",0,6.1,2018,1395
"12527","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1395
"12528","Kahe lapsega paar","Ennustatud 2018",0,6.51,2018,1395
"12529","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1395
"12530","Kolme ja enama lapsega paar","Ennustatud 2018",0,11.51,2018,1395
"12531","Üksik mees","Tegelik 2018",6.42,33.62,2018,1396
"12532","Üksik mees","Ennustatud 2018",5.89,35.99,2018,1396
"12533","Üksik naine","Tegelik 2018",2.16,22.68,2018,1396
"12534","Üksik naine","Ennustatud 2018",2.16,24.46,2018,1396
"12535","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1396
