"","year","minwage","household","scenario","absolute_poverty","relative_poverty"
"7933","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1067
"7934","Ühe lapsega paar","Ennustatud 2018",0,6.33,2018,1067
"7935","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1067
"7936","Kahe lapsega paar","Ennustatud 2018",0,7.36,2018,1067
"7937","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1067
"7938","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1067
"7939","Üksik mees","Tegelik 2018",6.42,33.62,2018,1068
"7940","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1068
"7941","Üksik naine","Tegelik 2018",2.16,22.68,2018,1068
"7942","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1068
"7943","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1068
"7944","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1068
"7945","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1068
"7946","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1068
"7947","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1068
"7948","Ühe lapsega paar","Ennustatud 2018",0,6.33,2018,1068
"7949","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1068
"7950","Kahe lapsega paar","Ennustatud 2018",0,7.36,2018,1068
"7951","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1068
"7952","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1068
"7953","Üksik mees","Tegelik 2018",6.42,33.62,2018,1069
"7954","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1069
"7955","Üksik naine","Tegelik 2018",2.16,22.68,2018,1069
"7956","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1069
"7957","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1069
"7958","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1069
"7959","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1069
"7960","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1069
"7961","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1069
"7962","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1069
"7963","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1069
"7964","Kahe lapsega paar","Ennustatud 2018",0,7.28,2018,1069
"7965","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1069
"7966","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1069
"7967","Üksik mees","Tegelik 2018",6.42,33.62,2018,1070
"7968","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1070
"7969","Üksik naine","Tegelik 2018",2.16,22.68,2018,1070
"7970","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1070
"7971","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1070
"7972","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1070
"7973","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1070
"7974","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1070
"7975","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1070
"7976","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1070
"7977","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1070
"7978","Kahe lapsega paar","Ennustatud 2018",0,7.28,2018,1070
"7979","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1070
"7980","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1070
"7981","Üksik mees","Tegelik 2018",6.42,33.62,2018,1071
"7982","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1071
"7983","Üksik naine","Tegelik 2018",2.16,22.68,2018,1071
"7984","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1071
"7985","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1071
"7986","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1071
"7987","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1071
"7988","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1071
"7989","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1071
"7990","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1071
"7991","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1071
"7992","Kahe lapsega paar","Ennustatud 2018",0,7.28,2018,1071
"7993","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1071
"7994","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1071
"7995","Üksik mees","Tegelik 2018",6.42,33.62,2018,1072
"7996","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1072
"7997","Üksik naine","Tegelik 2018",2.16,22.68,2018,1072
"7998","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1072
"7999","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1072
"8000","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1072
"8001","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1072
"8002","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1072
"8003","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1072
"8004","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1072
"8005","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1072
"8006","Kahe lapsega paar","Ennustatud 2018",0,7.28,2018,1072
"8007","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1072
"8008","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1072
"8009","Üksik mees","Tegelik 2018",6.42,33.62,2018,1073
"8010","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1073
"8011","Üksik naine","Tegelik 2018",2.16,22.68,2018,1073
"8012","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1073
"8013","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1073
"8014","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1073
"8015","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1073
"8016","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1073
"8017","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1073
"8018","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1073
"8019","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1073
"8020","Kahe lapsega paar","Ennustatud 2018",0,7.28,2018,1073
"8021","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1073
"8022","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1073
"8023","Üksik mees","Tegelik 2018",6.42,33.62,2018,1074
"8024","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1074
"8025","Üksik naine","Tegelik 2018",2.16,22.68,2018,1074
"8026","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1074
"8027","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1074
"8028","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1074
"8029","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1074
"8030","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1074
"8031","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1074
"8032","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1074
"8033","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1074
"8034","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1074
"8035","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1074
"8036","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1074
"8037","Üksik mees","Tegelik 2018",6.42,33.62,2018,1075
"8038","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1075
"8039","Üksik naine","Tegelik 2018",2.16,22.68,2018,1075
"8040","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1075
"8041","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1075
"8042","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1075
"8043","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1075
"8044","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1075
"8045","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1075
"8046","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1075
"8047","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1075
"8048","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1075
"8049","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1075
"8050","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1075
"8051","Üksik mees","Tegelik 2018",6.42,33.62,2018,1076
"8052","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1076
"8053","Üksik naine","Tegelik 2018",2.16,22.68,2018,1076
"8054","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1076
"8055","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1076
"8056","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1076
"8057","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1076
"8058","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1076
"8059","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1076
"8060","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1076
"8061","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1076
"8062","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1076
"8063","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1076
"8064","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1076
"8065","Üksik mees","Tegelik 2018",6.42,33.62,2018,1077
"8066","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1077
"8067","Üksik naine","Tegelik 2018",2.16,22.68,2018,1077
"8068","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1077
"8069","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1077
"8070","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1077
"8071","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1077
"8072","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1077
"8073","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1077
"8074","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1077
"8075","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1077
"8076","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1077
"8077","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1077
"8078","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1077
"8079","Üksik mees","Tegelik 2018",6.42,33.62,2018,1078
"8080","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1078
"8081","Üksik naine","Tegelik 2018",2.16,22.68,2018,1078
"8082","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1078
"8083","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1078
"8084","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1078
"8085","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1078
"8086","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1078
"8087","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1078
"8088","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1078
"8089","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1078
"8090","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1078
"8091","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1078
"8092","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1078
"8093","Üksik mees","Tegelik 2018",6.42,33.62,2018,1079
"8094","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1079
"8095","Üksik naine","Tegelik 2018",2.16,22.68,2018,1079
"8096","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1079
"8097","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1079
"8098","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1079
"8099","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1079
"8100","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1079
"8101","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1079
"8102","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1079
"8103","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1079
"8104","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1079
"8105","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1079
"8106","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1079
"8107","Üksik mees","Tegelik 2018",6.42,33.62,2018,1080
"8108","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1080
"8109","Üksik naine","Tegelik 2018",2.16,22.68,2018,1080
"8110","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1080
"8111","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1080
"8112","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1080
"8113","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1080
"8114","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1080
"8115","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1080
"8116","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1080
"8117","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1080
"8118","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1080
"8119","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1080
"8120","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1080
"8121","Üksik mees","Tegelik 2018",6.42,33.62,2018,1081
"8122","Üksik mees","Ennustatud 2018",5.89,36.71,2018,1081
"8123","Üksik naine","Tegelik 2018",2.16,22.68,2018,1081
"8124","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1081
"8125","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1081
"8126","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1081
"8127","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1081
"8128","Lasteta paar","Ennustatud 2018",0.63,9.99,2018,1081
"8129","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1081
"8130","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1081
"8131","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1081
"8132","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1081
"8133","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1081
"8134","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1081
"8135","Üksik mees","Tegelik 2018",6.42,33.62,2018,1082
"8136","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1082
"8137","Üksik naine","Tegelik 2018",2.16,22.68,2018,1082
"8138","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1082
"8139","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1082
"8140","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1082
"8141","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1082
"8142","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1082
"8143","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1082
"8144","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1082
"8145","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1082
"8146","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1082
"8147","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1082
"8148","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1082
"8149","Üksik mees","Tegelik 2018",6.42,33.62,2018,1083
"8150","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1083
"8151","Üksik naine","Tegelik 2018",2.16,22.68,2018,1083
"8152","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1083
"8153","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1083
"8154","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1083
"8155","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1083
"8156","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1083
"8157","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1083
"8158","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1083
"8159","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1083
"8160","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1083
"8161","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1083
"8162","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1083
"8163","Üksik mees","Tegelik 2018",6.42,33.62,2018,1084
"8164","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1084
"8165","Üksik naine","Tegelik 2018",2.16,22.68,2018,1084
"8166","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1084
"8167","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1084
"8168","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1084
"8169","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1084
"8170","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1084
"8171","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1084
"8172","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1084
"8173","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1084
"8174","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1084
"8175","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1084
"8176","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1084
"8177","Üksik mees","Tegelik 2018",6.42,33.62,2018,1085
"8178","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1085
"8179","Üksik naine","Tegelik 2018",2.16,22.68,2018,1085
"8180","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1085
"8181","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1085
"8182","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1085
"8183","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1085
"8184","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1085
"8185","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1085
"8186","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1085
"8187","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1085
"8188","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1085
"8189","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1085
"8190","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1085
"8191","Üksik mees","Tegelik 2018",6.42,33.62,2018,1086
"8192","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1086
"8193","Üksik naine","Tegelik 2018",2.16,22.68,2018,1086
"8194","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1086
"8195","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1086
"8196","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1086
"8197","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1086
"8198","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1086
"8199","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1086
"8200","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1086
"8201","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1086
"8202","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1086
"8203","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1086
"8204","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1086
"8205","Üksik mees","Tegelik 2018",6.42,33.62,2018,1087
"8206","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1087
"8207","Üksik naine","Tegelik 2018",2.16,22.68,2018,1087
"8208","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1087
"8209","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1087
"8210","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1087
"8211","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1087
"8212","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1087
"8213","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1087
"8214","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1087
"8215","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1087
"8216","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1087
"8217","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1087
"8218","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1087
"8219","Üksik mees","Tegelik 2018",6.42,33.62,2018,1088
"8220","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1088
"8221","Üksik naine","Tegelik 2018",2.16,22.68,2018,1088
"8222","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1088
"8223","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1088
"8224","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1088
"8225","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1088
"8226","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1088
"8227","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1088
"8228","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1088
"8229","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1088
"8230","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1088
"8231","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1088
"8232","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1088
"8233","Üksik mees","Tegelik 2018",6.42,33.62,2018,1089
"8234","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1089
"8235","Üksik naine","Tegelik 2018",2.16,22.68,2018,1089
"8236","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1089
"8237","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1089
"8238","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1089
"8239","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1089
"8240","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1089
"8241","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1089
"8242","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1089
"8243","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1089
"8244","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1089
"8245","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1089
"8246","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1089
"8247","Üksik mees","Tegelik 2018",6.42,33.62,2018,1090
"8248","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1090
"8249","Üksik naine","Tegelik 2018",2.16,22.68,2018,1090
"8250","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1090
"8251","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1090
"8252","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1090
"8253","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1090
"8254","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1090
"8255","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1090
"8256","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1090
"8257","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1090
"8258","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1090
"8259","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1090
"8260","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1090
"8261","Üksik mees","Tegelik 2018",6.42,33.62,2018,1091
"8262","Üksik mees","Ennustatud 2018",5.89,36.86,2018,1091
"8263","Üksik naine","Tegelik 2018",2.16,22.68,2018,1091
"8264","Üksik naine","Ennustatud 2018",2.16,23.28,2018,1091
"8265","Üksikvanem","Tegelik 2018",0.19,30.12,2018,1091
"8266","Üksikvanem","Ennustatud 2018",0.19,23.17,2018,1091
"8267","Lasteta paar","Tegelik 2018",0.63,9.31,2018,1091
"8268","Lasteta paar","Ennustatud 2018",0.63,10.07,2018,1091
"8269","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,1091
"8270","Ühe lapsega paar","Ennustatud 2018",0,6.23,2018,1091
"8271","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,1091
"8272","Kahe lapsega paar","Ennustatud 2018",0,7.2,2018,1091
"8273","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,1091
"8274","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.53,2018,1091
"8275","Üksik mees","Tegelik 2018",6.42,33.62,2018,1092
