"","year","minwage","household","scenario","absolute_poverty","relative_poverty"
"5241","Üksikvanem","Tegelik 2019",0,30.12,2019,915
"5242","Üksikvanem","Ennustatud 2019",0,24.48,2019,915
"5243","Lasteta paar","Tegelik 2019",0.26,9.19,2019,915
"5244","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,915
"5245","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,915
"5246","Ühe lapsega paar","Ennustatud 2019",0,7.11,2019,915
"5247","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,915
"5248","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,915
"5249","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,915
"5250","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,915
"5251","Üksik mees","Tegelik 2019",6.03,32.75,2019,916
"5252","Üksik mees","Ennustatud 2019",5.5,34.22,2019,916
"5253","Üksik naine","Tegelik 2019",1.32,21.29,2019,916
"5254","Üksik naine","Ennustatud 2019",1.32,22.59,2019,916
"5255","Üksikvanem","Tegelik 2019",0,30.12,2019,916
"5256","Üksikvanem","Ennustatud 2019",0,24.48,2019,916
"5257","Lasteta paar","Tegelik 2019",0.26,9.19,2019,916
"5258","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,916
"5259","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,916
"5260","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,916
"5261","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,916
"5262","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,916
"5263","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,916
"5264","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,916
"5265","Üksik mees","Tegelik 2019",6.03,32.75,2019,917
"5266","Üksik mees","Ennustatud 2019",5.5,34.22,2019,917
"5267","Üksik naine","Tegelik 2019",1.32,21.29,2019,917
"5268","Üksik naine","Ennustatud 2019",1.32,22.59,2019,917
"5269","Üksikvanem","Tegelik 2019",0,30.12,2019,917
"5270","Üksikvanem","Ennustatud 2019",0,24.48,2019,917
"5271","Lasteta paar","Tegelik 2019",0.26,9.19,2019,917
"5272","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,917
"5273","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,917
"5274","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,917
"5275","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,917
"5276","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,917
"5277","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,917
"5278","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,917
"5279","Üksik mees","Tegelik 2019",6.03,32.75,2019,918
"5280","Üksik mees","Ennustatud 2019",5.5,34.22,2019,918
"5281","Üksik naine","Tegelik 2019",1.32,21.29,2019,918
"5282","Üksik naine","Ennustatud 2019",1.32,22.59,2019,918
"5283","Üksikvanem","Tegelik 2019",0,30.12,2019,918
"5284","Üksikvanem","Ennustatud 2019",0,24.48,2019,918
"5285","Lasteta paar","Tegelik 2019",0.26,9.19,2019,918
"5286","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,918
"5287","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,918
"5288","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,918
"5289","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,918
"5290","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,918
"5291","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,918
"5292","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,918
"5293","Üksik mees","Tegelik 2019",6.03,32.75,2019,919
"5294","Üksik mees","Ennustatud 2019",5.5,34.22,2019,919
"5295","Üksik naine","Tegelik 2019",1.32,21.29,2019,919
"5296","Üksik naine","Ennustatud 2019",1.32,22.59,2019,919
"5297","Üksikvanem","Tegelik 2019",0,30.12,2019,919
"5298","Üksikvanem","Ennustatud 2019",0,24.48,2019,919
"5299","Lasteta paar","Tegelik 2019",0.26,9.19,2019,919
"5300","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,919
"5301","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,919
"5302","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,919
"5303","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,919
"5304","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,919
"5305","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,919
"5306","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,919
"5307","Üksik mees","Tegelik 2019",6.03,32.75,2019,920
"5308","Üksik mees","Ennustatud 2019",5.5,34.22,2019,920
"5309","Üksik naine","Tegelik 2019",1.32,21.29,2019,920
"5310","Üksik naine","Ennustatud 2019",1.32,22.62,2019,920
"5311","Üksikvanem","Tegelik 2019",0,30.12,2019,920
"5312","Üksikvanem","Ennustatud 2019",0,24.48,2019,920
"5313","Lasteta paar","Tegelik 2019",0.26,9.19,2019,920
"5314","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,920
"5315","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,920
"5316","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,920
"5317","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,920
"5318","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,920
"5319","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,920
"5320","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,920
"5321","Üksik mees","Tegelik 2019",6.03,32.75,2019,921
"5322","Üksik mees","Ennustatud 2019",5.5,34.22,2019,921
"5323","Üksik naine","Tegelik 2019",1.32,21.29,2019,921
"5324","Üksik naine","Ennustatud 2019",1.32,22.62,2019,921
"5325","Üksikvanem","Tegelik 2019",0,30.12,2019,921
"5326","Üksikvanem","Ennustatud 2019",0,24.48,2019,921
"5327","Lasteta paar","Tegelik 2019",0.26,9.19,2019,921
"5328","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,921
"5329","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,921
"5330","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,921
"5331","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,921
"5332","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,921
"5333","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,921
"5334","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,921
"5335","Üksik mees","Tegelik 2019",6.03,32.75,2019,922
"5336","Üksik mees","Ennustatud 2019",5.5,34.22,2019,922
"5337","Üksik naine","Tegelik 2019",1.32,21.29,2019,922
"5338","Üksik naine","Ennustatud 2019",1.32,22.62,2019,922
"5339","Üksikvanem","Tegelik 2019",0,30.12,2019,922
"5340","Üksikvanem","Ennustatud 2019",0,24.48,2019,922
"5341","Lasteta paar","Tegelik 2019",0.26,9.19,2019,922
"5342","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,922
"5343","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,922
"5344","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,922
"5345","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,922
"5346","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,922
"5347","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,922
"5348","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,922
"5349","Üksik mees","Tegelik 2019",6.03,32.75,2019,923
"5350","Üksik mees","Ennustatud 2019",5.5,34.22,2019,923
"5351","Üksik naine","Tegelik 2019",1.32,21.29,2019,923
"5352","Üksik naine","Ennustatud 2019",1.32,22.62,2019,923
"5353","Üksikvanem","Tegelik 2019",0,30.12,2019,923
"5354","Üksikvanem","Ennustatud 2019",0,24.48,2019,923
"5355","Lasteta paar","Tegelik 2019",0.26,9.19,2019,923
"5356","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,923
"5357","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,923
"5358","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,923
"5359","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,923
"5360","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,923
"5361","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,923
"5362","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,923
"5363","Üksik mees","Tegelik 2019",6.03,32.75,2019,924
"5364","Üksik mees","Ennustatud 2019",5.5,34.22,2019,924
"5365","Üksik naine","Tegelik 2019",1.32,21.29,2019,924
"5366","Üksik naine","Ennustatud 2019",1.32,22.62,2019,924
"5367","Üksikvanem","Tegelik 2019",0,30.12,2019,924
"5368","Üksikvanem","Ennustatud 2019",0,24.48,2019,924
"5369","Lasteta paar","Tegelik 2019",0.26,9.19,2019,924
"5370","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,924
"5371","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,924
"5372","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,924
"5373","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,924
"5374","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,924
"5375","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,924
"5376","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,924
"5377","Üksik mees","Tegelik 2019",6.03,32.75,2019,925
"5378","Üksik mees","Ennustatud 2019",5.5,34.22,2019,925
"5379","Üksik naine","Tegelik 2019",1.32,21.29,2019,925
"5380","Üksik naine","Ennustatud 2019",1.32,22.62,2019,925
"5381","Üksikvanem","Tegelik 2019",0,30.12,2019,925
"5382","Üksikvanem","Ennustatud 2019",0,24.48,2019,925
"5383","Lasteta paar","Tegelik 2019",0.26,9.19,2019,925
"5384","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,925
"5385","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,925
"5386","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,925
"5387","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,925
"5388","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,925
"5389","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,925
"5390","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,925
"5391","Üksik mees","Tegelik 2019",6.03,32.75,2019,926
"5392","Üksik mees","Ennustatud 2019",5.5,34.22,2019,926
"5393","Üksik naine","Tegelik 2019",1.32,21.29,2019,926
"5394","Üksik naine","Ennustatud 2019",1.32,22.62,2019,926
"5395","Üksikvanem","Tegelik 2019",0,30.12,2019,926
"5396","Üksikvanem","Ennustatud 2019",0,23.53,2019,926
"5397","Lasteta paar","Tegelik 2019",0.26,9.19,2019,926
"5398","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,926
"5399","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,926
"5400","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,926
"5401","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,926
"5402","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,926
"5403","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,926
"5404","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,926
"5405","Üksik mees","Tegelik 2019",6.03,32.75,2019,927
"5406","Üksik mees","Ennustatud 2019",5.5,34.22,2019,927
"5407","Üksik naine","Tegelik 2019",1.32,21.29,2019,927
"5408","Üksik naine","Ennustatud 2019",1.32,22.62,2019,927
"5409","Üksikvanem","Tegelik 2019",0,30.12,2019,927
"5410","Üksikvanem","Ennustatud 2019",0,23.53,2019,927
"5411","Lasteta paar","Tegelik 2019",0.26,9.19,2019,927
"5412","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,927
"5413","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,927
"5414","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,927
"5415","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,927
"5416","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,927
"5417","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,927
"5418","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,927
"5419","Üksik mees","Tegelik 2019",6.03,32.75,2019,928
"5420","Üksik mees","Ennustatud 2019",5.5,34.22,2019,928
"5421","Üksik naine","Tegelik 2019",1.32,21.29,2019,928
"5422","Üksik naine","Ennustatud 2019",1.32,22.62,2019,928
"5423","Üksikvanem","Tegelik 2019",0,30.12,2019,928
"5424","Üksikvanem","Ennustatud 2019",0,23.53,2019,928
"5425","Lasteta paar","Tegelik 2019",0.26,9.19,2019,928
"5426","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,928
"5427","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,928
"5428","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,928
"5429","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,928
"5430","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,928
"5431","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,928
"5432","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,928
"5433","Üksik mees","Tegelik 2019",6.03,32.75,2019,929
"5434","Üksik mees","Ennustatud 2019",5.5,34.22,2019,929
"5435","Üksik naine","Tegelik 2019",1.32,21.29,2019,929
"5436","Üksik naine","Ennustatud 2019",1.32,22.62,2019,929
"5437","Üksikvanem","Tegelik 2019",0,30.12,2019,929
"5438","Üksikvanem","Ennustatud 2019",0,23.53,2019,929
"5439","Lasteta paar","Tegelik 2019",0.26,9.19,2019,929
"5440","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,929
"5441","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,929
"5442","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,929
"5443","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,929
"5444","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,929
"5445","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,929
"5446","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,929
"5447","Üksik mees","Tegelik 2019",6.03,32.75,2019,930
"5448","Üksik mees","Ennustatud 2019",5.5,34.22,2019,930
"5449","Üksik naine","Tegelik 2019",1.32,21.29,2019,930
"5450","Üksik naine","Ennustatud 2019",1.32,22.62,2019,930
"5451","Üksikvanem","Tegelik 2019",0,30.12,2019,930
"5452","Üksikvanem","Ennustatud 2019",0,23.53,2019,930
"5453","Lasteta paar","Tegelik 2019",0.26,9.19,2019,930
"5454","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,930
"5455","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,930
"5456","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,930
"5457","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,930
"5458","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,930
"5459","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,930
"5460","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,930
"5461","Üksik mees","Tegelik 2019",6.03,32.75,2019,931
"5462","Üksik mees","Ennustatud 2019",5.5,34.22,2019,931
"5463","Üksik naine","Tegelik 2019",1.32,21.29,2019,931
"5464","Üksik naine","Ennustatud 2019",1.32,22.62,2019,931
"5465","Üksikvanem","Tegelik 2019",0,30.12,2019,931
"5466","Üksikvanem","Ennustatud 2019",0,23.53,2019,931
"5467","Lasteta paar","Tegelik 2019",0.26,9.19,2019,931
"5468","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,931
"5469","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,931
"5470","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,931
"5471","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,931
"5472","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,931
"5473","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,931
"5474","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,931
"5475","Üksik mees","Tegelik 2019",6.03,32.75,2019,932
"5476","Üksik mees","Ennustatud 2019",5.5,34.22,2019,932
"5477","Üksik naine","Tegelik 2019",1.32,21.29,2019,932
"5478","Üksik naine","Ennustatud 2019",1.32,22.62,2019,932
"5479","Üksikvanem","Tegelik 2019",0,30.12,2019,932
"5480","Üksikvanem","Ennustatud 2019",0,23.53,2019,932
"5481","Lasteta paar","Tegelik 2019",0.26,9.19,2019,932
"5482","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,932
"5483","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,932
"5484","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,932
"5485","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,932
"5486","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,932
"5487","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,932
"5488","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,932
"5489","Üksik mees","Tegelik 2019",6.03,32.75,2019,933
"5490","Üksik mees","Ennustatud 2019",5.5,34.22,2019,933
"5491","Üksik naine","Tegelik 2019",1.32,21.29,2019,933
"5492","Üksik naine","Ennustatud 2019",1.32,22.62,2019,933
"5493","Üksikvanem","Tegelik 2019",0,30.12,2019,933
"5494","Üksikvanem","Ennustatud 2019",0,23.53,2019,933
"5495","Lasteta paar","Tegelik 2019",0.26,9.19,2019,933
"5496","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,933
"5497","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,933
"5498","Ühe lapsega paar","Ennustatud 2019",0,6.83,2019,933
"5499","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,933
"5500","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,933
"5501","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,933
"5502","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,933
"5503","Üksik mees","Tegelik 2019",6.03,32.75,2019,934
"5504","Üksik mees","Ennustatud 2019",5.5,34.22,2019,934
"5505","Üksik naine","Tegelik 2019",1.32,21.29,2019,934
"5506","Üksik naine","Ennustatud 2019",1.32,22.62,2019,934
"5507","Üksikvanem","Tegelik 2019",0,30.12,2019,934
"5508","Üksikvanem","Ennustatud 2019",0,23.53,2019,934
"5509","Lasteta paar","Tegelik 2019",0.26,9.19,2019,934
"5510","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,934
"5511","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,934
"5512","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,934
"5513","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,934
"5514","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,934
"5515","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,934
"5516","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,934
"5517","Üksik mees","Tegelik 2019",6.03,32.75,2019,935
"5518","Üksik mees","Ennustatud 2019",5.5,34.22,2019,935
"5519","Üksik naine","Tegelik 2019",1.32,21.29,2019,935
"5520","Üksik naine","Ennustatud 2019",1.32,22.62,2019,935
"5521","Üksikvanem","Tegelik 2019",0,30.12,2019,935
"5522","Üksikvanem","Ennustatud 2019",0,23.53,2019,935
"5523","Lasteta paar","Tegelik 2019",0.26,9.19,2019,935
"5524","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,935
"5525","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,935
"5526","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,935
"5527","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,935
"5528","Kahe lapsega paar","Ennustatud 2019",0,7.76,2019,935
"5529","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,935
"5530","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,935
"5531","Üksik mees","Tegelik 2019",6.03,32.75,2019,936
"5532","Üksik mees","Ennustatud 2019",5.5,34.22,2019,936
"5533","Üksik naine","Tegelik 2019",1.32,21.29,2019,936
"5534","Üksik naine","Ennustatud 2019",1.32,22.62,2019,936
"5535","Üksikvanem","Tegelik 2019",0,30.12,2019,936
"5536","Üksikvanem","Ennustatud 2019",0,23.53,2019,936
"5537","Lasteta paar","Tegelik 2019",0.26,9.19,2019,936
"5538","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,936
"5539","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,936
"5540","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,936
"5541","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,936
"5542","Kahe lapsega paar","Ennustatud 2019",0,7.85,2019,936
"5543","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,936
"5544","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,936
"5545","Üksik mees","Tegelik 2019",6.03,32.75,2019,937
"5546","Üksik mees","Ennustatud 2019",5.5,34.22,2019,937
"5547","Üksik naine","Tegelik 2019",1.32,21.29,2019,937
"5548","Üksik naine","Ennustatud 2019",1.32,22.62,2019,937
"5549","Üksikvanem","Tegelik 2019",0,30.12,2019,937
"5550","Üksikvanem","Ennustatud 2019",0,23.53,2019,937
"5551","Lasteta paar","Tegelik 2019",0.26,9.19,2019,937
"5552","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,937
"5553","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,937
"5554","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,937
"5555","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,937
"5556","Kahe lapsega paar","Ennustatud 2019",0,7.85,2019,937
"5557","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,937
"5558","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,937
"5559","Üksik mees","Tegelik 2019",6.03,32.75,2019,938
"5560","Üksik mees","Ennustatud 2019",5.5,34.22,2019,938
"5561","Üksik naine","Tegelik 2019",1.32,21.29,2019,938
"5562","Üksik naine","Ennustatud 2019",1.32,22.62,2019,938
"5563","Üksikvanem","Tegelik 2019",0,30.12,2019,938
"5564","Üksikvanem","Ennustatud 2019",0,23.53,2019,938
"5565","Lasteta paar","Tegelik 2019",0.26,9.19,2019,938
"5566","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,938
"5567","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,938
"5568","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,938
"5569","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,938
"5570","Kahe lapsega paar","Ennustatud 2019",0,7.85,2019,938
"5571","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,938
"5572","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,938
"5573","Üksik mees","Tegelik 2019",6.03,32.75,2019,939
"5574","Üksik mees","Ennustatud 2019",5.5,34.22,2019,939
"5575","Üksik naine","Tegelik 2019",1.32,21.29,2019,939
"5576","Üksik naine","Ennustatud 2019",1.32,22.62,2019,939
"5577","Üksikvanem","Tegelik 2019",0,30.12,2019,939
"5578","Üksikvanem","Ennustatud 2019",0,23.53,2019,939
"5579","Lasteta paar","Tegelik 2019",0.26,9.19,2019,939
"5580","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,939
"5581","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,939
"5582","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,939
"5583","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,939
"5584","Kahe lapsega paar","Ennustatud 2019",0,7.85,2019,939
"5585","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,939
"5586","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,939
"5587","Üksik mees","Tegelik 2019",6.03,32.75,2019,940
"5588","Üksik mees","Ennustatud 2019",5.5,34.22,2019,940
"5589","Üksik naine","Tegelik 2019",1.32,21.29,2019,940
"5590","Üksik naine","Ennustatud 2019",1.32,22.62,2019,940
"5591","Üksikvanem","Tegelik 2019",0,30.12,2019,940
"5592","Üksikvanem","Ennustatud 2019",0,23.53,2019,940
"5593","Lasteta paar","Tegelik 2019",0.26,9.19,2019,940
"5594","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,940
"5595","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,940
"5596","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,940
"5597","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,940
"5598","Kahe lapsega paar","Ennustatud 2019",0,7.85,2019,940
"5599","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,940
"5600","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,940
"5601","Üksik mees","Tegelik 2019",6.03,32.75,2019,941
"5602","Üksik mees","Ennustatud 2019",5.5,34.22,2019,941
"5603","Üksik naine","Tegelik 2019",1.32,21.29,2019,941
"5604","Üksik naine","Ennustatud 2019",1.32,22.62,2019,941
"5605","Üksikvanem","Tegelik 2019",0,30.12,2019,941
"5606","Üksikvanem","Ennustatud 2019",0,23.53,2019,941
"5607","Lasteta paar","Tegelik 2019",0.26,9.19,2019,941
"5608","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,941
"5609","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,941
"5610","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,941
"5611","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,941
"5612","Kahe lapsega paar","Ennustatud 2019",0,7.85,2019,941
"5613","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,941
"5614","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,941
"5615","Üksik mees","Tegelik 2019",6.03,32.75,2019,942
"5616","Üksik mees","Ennustatud 2019",5.5,34.22,2019,942
"5617","Üksik naine","Tegelik 2019",1.32,21.29,2019,942
"5618","Üksik naine","Ennustatud 2019",1.32,22.62,2019,942
"5619","Üksikvanem","Tegelik 2019",0,30.12,2019,942
"5620","Üksikvanem","Ennustatud 2019",0,23.53,2019,942
"5621","Lasteta paar","Tegelik 2019",0.26,9.19,2019,942
"5622","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,942
"5623","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,942
"5624","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,942
"5625","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,942
"5626","Kahe lapsega paar","Ennustatud 2019",0,7.85,2019,942
"5627","Kolme ja enama lapsega paar","Tegelik 2019",0,7.99,2019,942
"5628","Kolme ja enama lapsega paar","Ennustatud 2019",0,9.15,2019,942
"5629","Üksik mees","Tegelik 2019",6.03,32.75,2019,943
"5630","Üksik mees","Ennustatud 2019",5.5,34.22,2019,943
"5631","Üksik naine","Tegelik 2019",1.32,21.29,2019,943
"5632","Üksik naine","Ennustatud 2019",1.32,22.62,2019,943
"5633","Üksikvanem","Tegelik 2019",0,30.12,2019,943
"5634","Üksikvanem","Ennustatud 2019",0,23.53,2019,943
"5635","Lasteta paar","Tegelik 2019",0.26,9.19,2019,943
"5636","Lasteta paar","Ennustatud 2019",0.26,9.56,2019,943
"5637","Ühe lapsega paar","Tegelik 2019",0,7.34,2019,943
"5638","Ühe lapsega paar","Ennustatud 2019",0,7.07,2019,943
"5639","Kahe lapsega paar","Tegelik 2019",0,9.52,2019,943
"5640","Kahe lapsega paar","Ennustatud 2019",0,7.85,2019,943
